0,learn_block_1,15:46:39,15:52:33,learn_block_2,15:54:32,15:58:32,learn_overall,15:46:39,15:58:32
0,learn_block_1,10:44:10,10:45:35,learn_block_2,10:45:36,10:47:04,learn_overall,10:44:10,10:47:04
0,learn_block_1,15:31:44,15:36:10,learn_block_2,15:39:37,15:44:06,learn_overall,15:31:44,15:44:06
0,learn_block_1,17:30:21,17:34:53,learn_block_2,17:38:48,17:45:12,learn_overall,17:30:21,17:45:12
0,learn_block_1,12:24:30,12:28:14,learn_block_2,12:31:31,12:35:30,learn_overall,12:24:30,12:35:30
0,learn_block_1,14:02:06,14:04:54,learn_block_2,14:04:55,14:08:27,learn_overall,14:02:06,14:08:27
0,learn_block_1,11:34:44,11:39:36,learn_block_2,11:45:10,11:49:34,learn_overall,11:34:44,11:49:34
0,learn_block_1,17:37:24,17:41:11,learn_block_2,17:44:16,17:48:03,learn_overall,17:37:24,17:48:03
0,learn_block_1,17:02:31,17:06:27,learn_block_2,17:08:18,17:11:54,learn_overall,17:02:31,17:11:54
0,learn_block_1,13:41:21,13:44:37,learn_block_2,13:47:03,13:50:16,learn_overall,13:41:21,13:50:16
0,learn_block_1,11:53:49,11:57:54,learn_block_2,12:00:08,12:03:55,learn_overall,11:53:49,12:03:55
0,learn_block_1,11:26:31,11:28:31,learn_block_2,11:28:32,11:30:50,learn_overall,11:26:31,11:30:50
0,learn_block_1,13:52:52,13:58:37,learn_block_2,14:01:15,14:08:29,learn_overall,13:52:52,14:08:29
0,learn_block_1,17:47:05,17:50:16,learn_block_2,17:53:55,17:57:00,learn_overall,17:47:05,17:57:00
0,learn_block_1,12:44:13,12:47:51,learn_block_2,12:47:52,12:54:50,learn_overall,12:44:13,12:54:50
0,learn_block_1,16:07:38,16:11:03,learn_block_2,16:13:50,16:17:07,learn_overall,16:07:38,16:17:07
0,learn_block_1,13:01:54,13:06:41,learn_block_2,13:12:15,13:17:40,learn_overall,13:01:54,13:17:40
0,learn_block_1,11:39:03,11:43:04,learn_block_2,11:45:03,11:49:20,learn_overall,11:39:03,11:49:20
0,learn_block_1,16:29:08,16:31:07,learn_block_2,16:31:08,16:33:13,learn_overall,16:29:08,16:33:13
0,learn_block_1,10:06:28,10:09:35,learn_block_2,10:13:34,10:16:33,learn_overall,10:06:28,10:16:33
0,learn_block_1,11:30:28,11:33:36,learn_block_2,11:34:36,11:37:42,learn_overall,11:30:28,11:37:42
0,learn_block_1,15:41:35,15:43:18,learn_block_2,15:43:19,15:45:14,learn_overall,15:41:35,15:45:14
0,learn_block_1,14:42:25,14:46:05,learn_block_2,14:49:08,14:52:15,learn_overall,14:42:25,14:52:15
0,learn_block_1,16:09:05,16:12:14,learn_block_2,16:18:38,16:21:32,learn_overall,16:09:05,16:21:32
0,learn_block_1,13:39:20,13:43:12,learn_block_2,13:45:07,13:50:11,learn_overall,13:39:20,13:50:11
0,learn_block_1,11:46:46,11:49:58,learn_block_2,11:51:57,11:55:16,learn_overall,11:46:46,11:55:16
0,learn_block_1,15:48:03,15:53:32,learn_block_2,15:56:34,16:01:12,learn_overall,15:48:03,16:01:12
0,learn_block_1,13:51:50,13:59:06,learn_block_2,14:00:45,14:09:06,learn_overall,13:51:50,14:09:06
0,learn_block_1,15:35:09,15:38:19,learn_block_2,15:41:20,15:44:34,learn_overall,15:35:09,15:44:34
0,learn_block_1,11:49:35,11:52:04,learn_block_2,11:52:05,11:57:00,learn_overall,11:49:35,11:57:00
0,learn_block_1,10:31:35,10:35:37,learn_block_2,10:36:31,10:40:23,learn_overall,10:31:35,10:40:23
0,learn_block_1,12:27:19,12:30:42,learn_block_2,12:33:12,12:36:34,learn_overall,12:27:19,12:36:34
0,learn_block_1,13:06:55,13:10:06,learn_block_2,13:10:06,13:12:46,learn_overall,13:06:55,13:12:46
0,learn_block_1,10:54:09,10:57:06,learn_block_2,10:57:07,11:01:05,learn_overall,10:54:09,11:01:05
0,learn_block_1,15:26:08,15:27:49,learn_block_2,15:27:50,15:29:10,learn_overall,15:26:08,15:29:10
0,learn_block_1,15:26:08,15:27:49,learn_block_2,15:27:50,15:29:10,learn_overall,15:26:08,15:29:10
0,learn_block_1,14:49:38,14:51:40,learn_block_2,14:51:41,14:53:33,learn_overall,14:49:38,14:53:33
0,learn_block_1,17:33:36,17:37:15,learn_block_2,17:39:06,17:42:29,learn_overall,17:33:36,17:42:29
